collection_name,dataset_name,Seed,affiliation_f1,affiliation_f1_gt_contamination,roc_vus,pr_vus,fbeta,fbeta_05,fbeta_2,Time fit (s),Time predict (s),Peak memory fit (KiB),Peak memory predict (KiB)
Demo,Demo1,0.0,0.9771689497716896,1.0,0.9994800774014269,0.9933243354948974,0.4946236559139785,0.3795379537953795,0.7098765432098766,0.63076,0.03295,2643.83105,1984.35645
Demo,Demo2,0.0,0.5810422564876978,0.9033152757113753,0.9647791264401817,0.5843620162040755,0.3216783216783217,0.22862823061630222,0.5424528301886793,0.70619,0.06641,4134.95605,3536.75781
Demo,Demo3,0.0,0.9623602632304351,0.6573560319461959,0.9833253899518586,0.8539116189545423,0.6472148541114058,0.5560619872379216,0.7741116751269035,0.73945,0.05363,4109.1377,3536.75781
Demo,Demo4,0.0,0.6432652187867766,0.6568008125671798,0.969734819488837,0.8032801070320214,0.5945945945945946,0.5368234250221827,0.6662995594713655,0.75736,0.11368,4134.75684,3536.75781
Dodgers,101-freeway-traffic,0.0,0.6137697660736561,0.6171173589593242,0.8223831932108049,0.6156220653477009,0.3424708974840406,0.3538724196802731,0.33178114086146676,2.11579,2.11315,78363.9375,77440.79688
IOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,0.0,0.4408713062099972,0.19921152963393532,0.6300032664928975,0.10544350865193106,0.021052631578947364,0.013939224979091162,0.042992261392949274,0.8218,0.31962,14121.21973,13458.89844
IOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,0.0,0.2932803744980445,0.18382765828931266,0.7382082244812451,0.39924867681025,0.023963133640552994,0.017463729177861365,0.03816793893129771,0.95866,0.38372,14114.3418,13458.89844
IOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,0.0,0.807118664597364,0.7651705529361311,0.8775597344615651,0.49700186826210924,0.21379310344827587,0.14733840304182513,0.38944723618090454,0.81008,0.3333,14105.73438,11646.00781
IOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,0.0,0.5350282423207665,0.18156120399717784,0.7792150267195167,0.3518187054007276,0.2214689265536723,0.15511237733459954,0.3870458135860979,0.95588,0.29212,14104.41113,11586.92969
IOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,0.0,0.38035885017773663,0.18098138908554698,0.49041271984559776,0.1423060571060268,0.05691699604743083,0.04000889086463658,0.09857612267250822,1.01522,0.387,17718.32812,16546.46094
IOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,0.0,0.25613116167969724,0.16805643182051072,0.3749178455153514,0.0491088309093257,0.0,0.0,0.0,0.91151,0.2654,14119.81543,13458.89844
IOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,0.0,0.24021958158205978,0.0640539021520274,0.6197475991010984,0.1546989390888145,0.010050251256281407,0.006883259911894273,0.018615040953090096,0.89416,0.27083,14084.08496,13458.89844
KDD-TSAD,001_UCR_Anomaly_DISTORTED1sddb40,0.0,0.674716684629875,0.8277109223251371,0.8466650163942057,0.32469488456414897,0.10325581395348837,0.06822372464658882,0.2122370936902486,1.95504,2.91603,54472.21387,122681.53906
